ticket_id,agent_id,agent_name,team_id,ticket_opened_at,ticket_closed_at,handle_time_seconds,closure_reason_code,closure_reason_group,channel,issue_category,resolution_status,transfer_count,is_escalation,survey_sent_flag,survey_sent_at,survey_completed_flag,survey_completed_at,csat_score,verbatim_comment,survey_trigger_method,day_of_week,hour_of_day,month_year,handle_time_bucket
TKT0000440,AGT024,Agent_024,TEAM1,2026-01-23T14:37:00,2026-01-23T14:44:39,459,TRANSFERRED_EXT,Transferred,phone,Diagnostics,resolved,0,False,1,2026-01-23T16:44:39,1,2026-01-24T03:44:39,3.1,,closure_code,Friday,14,2026-01,7-15min
TKT0000441,AGT007,Agent_007,TEAM4,2026-02-13T19:45:00,2026-02-13T19:49:29,269,RES_NO_FU,Resolved - No Follow-Up,phone,Remote Services,escalated,0,True,0,,0,,,,,Friday,19,2026-02,3-7min
TKT0000442,AGT004,Agent_004,TEAM1,2026-01-20T12:20:00,2026-01-20T12:27:19,439,TRANSFERRED_DEPT,Transferred,phone,Emergency Services,resolved,0,False,1,2026-01-20T14:27:19,0,,,,closure_code,Tuesday,12,2026-01,7-15min
TKT0000443,AGT022,Agent_022,TEAM3,2026-04-18T17:20:00,2026-04-18T17:35:01,901,ESCALATED_SUP,Escalated,app,Billing,resolved,0,False,1,2026-04-19T17:35:01,1,2026-04-20T22:35:01,2.6,Okay experience overall.,closure_code,Saturday,17,2026-04,15+min
TKT0000444,AGT019,Agent_019,TEAM4,2026-03-03T12:54:00,2026-03-03T12:58:06,246,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Diagnostics,resolved,0,False,1,2026-03-04T12:58:06,1,2026-03-06T09:58:06,4.4,Agent was very helpful and resolved my issue quickly.,closure_code,Tuesday,12,2026-03,3-7min
TKT0000445,AGT023,Agent_023,TEAM4,2026-05-10T16:05:00,2026-05-10T16:11:33,393,SOLVED_SILENT,Resolved - No Follow-Up,phone,Navigation,resolved,0,False,0,,0,,,,,Sunday,16,2026-05,3-7min
TKT0000446,AGT008,Agent_008,TEAM1,2026-01-02T09:23:00,2026-01-02T09:46:13,1393,SOLVED_SILENT,Resolved - No Follow-Up,app,Billing,resolved,0,False,0,,0,,,,,Friday,9,2026-01,15+min
TKT0000447,AGT014,Agent_014,TEAM3,2026-01-08T16:24:00,2026-01-08T16:35:02,662,TRANSFERRED_EXT,Transferred,chat,Connectivity,transferred,1,False,0,,0,,,,,Thursday,16,2026-01,7-15min
TKT0000448,AGT016,Agent_016,TEAM1,2026-04-20T18:58:00,2026-04-20T19:02:32,272,DUPLICATE,Administrative,phone,Remote Services,resolved,0,False,0,,0,,,,,Monday,19,2026-04,3-7min
TKT0000449,AGT006,Agent_006,TEAM3,2026-02-15T09:11:00,2026-02-15T09:21:23,623,ESCALATED_SUP,Escalated,chat,Remote Services,resolved,0,False,1,2026-02-16T09:21:23,1,2026-02-17T02:21:23,3.7,Acceptable service.,closure_code,Sunday,9,2026-02,7-15min
TKT0000450,AGT002,Agent_002,TEAM3,2025-12-06T14:08:00,2025-12-06T14:10:14,134,CLOSED_AUTO,Resolved - No Follow-Up,chat,Remote Services,resolved,0,False,0,,0,,,,,Saturday,14,2025-12,0-3min
TKT0000451,AGT017,Agent_017,TEAM2,2026-04-09T13:43:00,2026-04-09T13:49:22,382,DUPLICATE,Administrative,chat,Billing,resolved,0,False,0,,0,,,,,Thursday,13,2026-04,3-7min
TKT0000452,AGT006,Agent_006,TEAM3,2026-04-27T07:50:00,2026-04-27T08:00:22,622,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Navigation,escalated,0,True,1,2026-04-28T08:00:22,0,,,,closure_code,Monday,8,2026-04,7-15min
TKT0000453,AGT009,Agent_009,TEAM2,2026-04-20T11:10:00,2026-04-20T11:18:46,526,RES_NO_FU,Resolved - No Follow-Up,chat,Remote Services,transferred,1,False,0,,0,,,,,Monday,11,2026-04,7-15min
TKT0000454,AGT024,Agent_024,TEAM1,2026-04-23T15:07:00,2026-04-23T15:17:18,618,ESCALATED_SUP,Escalated,phone,Remote Services,resolved,0,False,0,,0,,,,,Thursday,15,2026-04,7-15min
TKT0000455,AGT027,Agent_027,TEAM4,2025-12-14T19:46:00,2025-12-14T19:58:03,723,TRANSFERRED_DEPT,Transferred,phone,Billing,resolved,0,False,0,,0,,,,,Sunday,19,2025-12,7-15min
TKT0000456,AGT004,Agent_004,TEAM1,2026-02-05T11:55:00,2026-02-05T12:04:16,556,DUPLICATE,Administrative,chat,Emergency Services,abandoned,0,False,0,,0,,,,,Thursday,12,2026-02,7-15min
TKT0000457,AGT012,Agent_012,TEAM1,2026-03-26T20:07:00,2026-03-26T20:16:04,544,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Connectivity,escalated,0,True,1,2026-03-26T22:16:04,0,,,,closure_code,Thursday,20,2026-03,7-15min
TKT0000458,AGT026,Agent_026,TEAM3,2026-05-09T17:27:00,2026-05-09T17:34:46,466,CLOSED_AUTO,Resolved - No Follow-Up,phone,Connectivity,resolved,0,False,0,,0,,,,,Saturday,17,2026-05,7-15min
TKT0000459,AGT027,Agent_027,TEAM4,2026-04-28T12:34:00,2026-04-28T12:37:09,189,RES_NO_FU,Resolved - No Follow-Up,phone,Remote Services,transferred,2,False,1,2026-04-29T12:37:09,1,2026-04-30T16:37:09,2.7,Got it sorted out eventually.,closure_code,Tuesday,12,2026-04,3-7min
TKT0000460,AGT018,Agent_018,TEAM3,2026-02-24T18:18:00,2026-02-24T18:32:03,843,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Remote Services,transferred,3,False,1,2026-02-25T18:32:03,1,2026-02-26T16:32:03,4.1,,closure_code,Tuesday,18,2026-02,7-15min
TKT0000461,AGT009,Agent_009,TEAM2,2026-05-26T20:06:00,2026-05-26T20:12:32,392,TRANSFERRED_DEPT,Transferred,phone,Billing,transferred,1,False,0,,0,,,,,Tuesday,20,2026-05,3-7min
TKT0000462,AGT030,Agent_030,TEAM3,2026-05-20T09:44:00,2026-05-20T09:54:50,650,CLOSED_AUTO,Resolved - No Follow-Up,phone,Connectivity,transferred,1,False,1,2026-05-24T09:54:50,0,,,,closure_code,Wednesday,9,2026-05,7-15min
TKT0000463,AGT005,Agent_005,TEAM2,2026-02-05T19:53:00,2026-02-05T20:05:58,778,CLOSED_AUTO,Resolved - No Follow-Up,chat,Connectivity,resolved,0,False,0,,0,,,,,Thursday,20,2026-02,7-15min
TKT0000464,AGT019,Agent_019,TEAM4,2026-02-10T17:26:00,2026-02-10T17:30:41,281,DUPLICATE,Administrative,phone,Diagnostics,resolved,0,False,0,,0,,,,,Tuesday,17,2026-02,3-7min
TKT0000465,AGT026,Agent_026,TEAM3,2026-03-17T15:47:00,2026-03-17T15:51:57,297,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Billing,resolved,0,False,0,,0,,,,,Tuesday,15,2026-03,3-7min
TKT0000466,AGT016,Agent_016,TEAM1,2026-05-01T07:55:00,2026-05-01T08:00:24,324,CLOSED_AUTO,Resolved - No Follow-Up,phone,Diagnostics,escalated,0,True,0,,0,,,,,Friday,8,2026-05,3-7min
TKT0000467,AGT015,Agent_015,TEAM4,2026-05-23T18:22:00,2026-05-23T18:38:11,971,DUPLICATE,Administrative,app,Billing,escalated,0,True,0,,0,,,,,Saturday,18,2026-05,15+min
TKT0000468,AGT007,Agent_007,TEAM4,2026-01-27T14:17:00,2026-01-27T14:20:35,215,ESCALATED_T2,Escalated,phone,Emergency Services,resolved,0,False,1,2026-01-27T16:20:35,0,,,,closure_code,Tuesday,14,2026-01,3-7min
TKT0000469,AGT018,Agent_018,TEAM3,2026-01-06T16:54:00,2026-01-06T17:12:30,1110,TRANSFERRED_EXT,Transferred,phone,Diagnostics,resolved,0,False,0,,0,,,,,Tuesday,17,2026-01,15+min
TKT0000470,AGT025,Agent_025,TEAM2,2026-05-13T19:53:00,2026-05-13T20:00:42,462,RES_NO_FU,Resolved - No Follow-Up,phone,Connectivity,resolved,0,False,0,,0,,,,,Wednesday,20,2026-05,7-15min
TKT0000471,AGT015,Agent_015,TEAM4,2025-12-04T13:12:00,2025-12-04T13:20:06,486,ESCALATED_SUP,Escalated,phone,Diagnostics,abandoned,0,False,1,2025-12-06T13:20:06,1,2025-12-08T00:20:06,2.7,,closure_code,Thursday,13,2025-12,7-15min
TKT0000472,AGT010,Agent_010,TEAM3,2026-02-12T08:41:00,2026-02-12T08:53:32,752,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Emergency Services,resolved,0,False,1,2026-02-12T10:53:32,1,2026-02-13T08:53:32,3.7,Got it sorted out eventually.,closure_code,Thursday,8,2026-02,7-15min
TKT0000473,AGT022,Agent_022,TEAM3,2026-01-15T07:25:00,2026-01-15T07:32:07,427,DUPLICATE,Administrative,phone,Diagnostics,transferred,2,False,0,,0,,,,,Thursday,7,2026-01,7-15min
TKT0000474,AGT023,Agent_023,TEAM4,2026-03-23T17:05:00,2026-03-23T17:19:10,850,RES_NO_FU,Resolved - No Follow-Up,phone,Navigation,transferred,1,False,0,,0,,,,,Monday,17,2026-03,7-15min
TKT0000475,AGT007,Agent_007,TEAM4,2025-12-23T09:37:00,2025-12-23T09:41:40,280,ESCALATED_SUP,Escalated,chat,Navigation,resolved,0,False,1,2025-12-27T09:41:40,0,,,,closure_code,Tuesday,9,2025-12,3-7min
TKT0000476,AGT001,Agent_001,TEAM2,2026-01-03T20:27:00,2026-01-03T20:45:01,1081,CLOSED_AUTO,Resolved - No Follow-Up,chat,Navigation,resolved,0,False,0,,0,,,,,Saturday,20,2026-01,15+min
TKT0000477,AGT008,Agent_008,TEAM1,2025-12-26T18:51:00,2025-12-26T18:55:55,295,ESCALATED_T2,Escalated,phone,Emergency Services,resolved,0,False,1,2025-12-27T18:55:55,0,,,,closure_code,Friday,18,2025-12,3-7min
TKT0000478,AGT029,Agent_029,TEAM2,2026-01-07T17:43:00,2026-01-07T18:01:35,1115,DUPLICATE,Administrative,phone,Navigation,transferred,1,False,0,,0,,,,,Wednesday,18,2026-01,15+min
TKT0000479,AGT017,Agent_017,TEAM2,2025-12-06T16:41:00,2025-12-06T16:46:00,300,TRANSFERRED_EXT,Transferred,phone,Diagnostics,resolved,0,False,0,,0,,,,,Saturday,16,2025-12,3-7min
TKT0000480,AGT007,Agent_007,TEAM4,2026-01-11T21:26:00,2026-01-11T21:31:31,331,DUPLICATE,Administrative,chat,Connectivity,resolved,0,False,0,,0,,,,,Sunday,21,2026-01,3-7min
TKT0000481,AGT003,Agent_003,TEAM4,2026-01-08T19:07:00,2026-01-08T19:10:19,199,RES_CUST_VERIFIED,Resolved - Customer Confirmed,chat,Emergency Services,resolved,0,False,0,,0,,,,,Thursday,19,2026-01,3-7min
TKT0000482,AGT014,Agent_014,TEAM3,2026-01-08T10:17:00,2026-01-08T10:20:55,235,CLOSED_AUTO,Resolved - No Follow-Up,phone,Remote Services,resolved,0,False,0,,0,,,,,Thursday,10,2026-01,3-7min
TKT0000483,AGT020,Agent_020,TEAM1,2026-05-08T11:49:00,2026-05-08T11:55:33,393,TRANSFERRED_EXT,Transferred,phone,Diagnostics,unresolved,0,False,1,2026-05-12T11:55:33,0,,,,closure_code,Friday,11,2026-05,3-7min
TKT0000484,AGT029,Agent_029,TEAM2,2026-03-14T11:41:00,2026-03-14T11:48:55,475,SOLVED_SILENT,Resolved - No Follow-Up,phone,Billing,resolved,0,False,0,,0,,,,,Saturday,11,2026-03,7-15min
TKT0000485,AGT013,Agent_013,TEAM2,2026-02-03T14:40:00,2026-02-03T14:53:23,803,RES_CUST_VERIFIED,Resolved - Customer Confirmed,app,Navigation,transferred,2,False,1,2026-02-03T16:53:23,0,,,,closure_code,Tuesday,14,2026-02,7-15min
TKT0000486,AGT017,Agent_017,TEAM2,2026-03-06T21:20:00,2026-03-06T21:25:47,347,RES_CONF,Resolved - Customer Confirmed,app,Billing,resolved,0,False,1,2026-03-06T23:25:47,0,,,,closure_code,Friday,21,2026-03,3-7min
TKT0000487,AGT012,Agent_012,TEAM1,2026-05-27T09:48:00,2026-05-27T09:51:03,183,TRANSFERRED_DEPT,Transferred,chat,Navigation,transferred,3,False,1,2026-05-27T11:51:03,0,,,,closure_code,Wednesday,9,2026-05,3-7min
TKT0000488,AGT001,Agent_001,TEAM2,2025-12-21T07:16:00,2025-12-21T07:24:47,527,TRANSFERRED_EXT,Transferred,phone,Billing,resolved,0,False,1,2025-12-22T07:24:47,0,,,,closure_code,Sunday,7,2025-12,7-15min
TKT0000489,AGT017,Agent_017,TEAM2,2026-05-13T18:32:00,2026-05-13T18:39:33,453,SOLVED_SILENT,Resolved - No Follow-Up,chat,Diagnostics,escalated,0,True,1,2026-05-17T18:39:33,0,,,,closure_code,Wednesday,18,2026-05,7-15min
TKT0000490,AGT013,Agent_013,TEAM2,2026-05-16T15:34:00,2026-05-16T15:43:29,569,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Navigation,resolved,0,False,1,2026-05-16T17:43:29,0,,,,closure_code,Saturday,15,2026-05,7-15min
TKT0000491,AGT010,Agent_010,TEAM3,2026-04-13T21:13:00,2026-04-13T21:17:18,258,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Remote Services,abandoned,0,False,1,2026-04-15T21:17:18,0,,,,closure_code,Monday,21,2026-04,3-7min
TKT0000492,AGT011,Agent_011,TEAM4,2026-05-03T17:48:00,2026-05-03T17:52:38,278,ESCALATED_T2,Escalated,phone,Emergency Services,escalated,0,True,1,2026-05-04T17:52:38,0,,,,closure_code,Sunday,17,2026-05,3-7min
TKT0000493,AGT023,Agent_023,TEAM4,2026-02-03T07:15:00,2026-02-03T07:19:18,258,ESCALATED_T2,Escalated,chat,Navigation,resolved,0,False,0,,0,,,,,Tuesday,7,2026-02,3-7min
TKT0000494,AGT015,Agent_015,TEAM4,2026-05-08T07:19:00,2026-05-08T07:34:27,927,TRANSFERRED_EXT,Transferred,phone,Navigation,transferred,2,False,0,,0,,,,,Friday,7,2026-05,15+min
TKT0000495,AGT001,Agent_001,TEAM2,2026-06-01T07:10:00,2026-06-01T07:28:10,1090,SOLVED_FIRST,Resolved - Customer Confirmed,phone,Remote Services,resolved,0,False,1,2026-06-05T07:28:10,0,,,,closure_code,Monday,7,2026-06,15+min
TKT0000496,AGT017,Agent_017,TEAM2,2026-01-15T12:08:00,2026-01-15T12:12:30,270,SOLVED_SILENT,Resolved - No Follow-Up,phone,Diagnostics,resolved,0,False,1,2026-01-16T12:12:30,1,2026-01-16T18:12:30,3.2,Okay experience overall.,closure_code,Thursday,12,2026-01,3-7min
TKT0000497,AGT029,Agent_029,TEAM2,2026-02-27T19:27:00,2026-02-27T19:31:34,274,RES_NO_FU,Resolved - No Follow-Up,phone,Emergency Services,resolved,0,False,0,,0,,,,,Friday,19,2026-02,3-7min
TKT0000498,AGT023,Agent_023,TEAM4,2026-05-13T08:31:00,2026-05-13T08:41:28,628,TRANSFERRED_EXT,Transferred,phone,Navigation,resolved,0,False,0,,0,,,,,Wednesday,8,2026-05,7-15min
TKT0000499,AGT016,Agent_016,TEAM1,2026-01-15T12:10:00,2026-01-15T12:29:51,1191,TRANSFERRED_EXT,Transferred,phone,Remote Services,resolved,0,False,0,,0,,,,,Thursday,12,2026-01,15+min
TKT0000500,AGT022,Agent_022,TEAM3,2026-01-31T18:32:00,2026-01-31T18:55:38,1418,RES_CUST_VERIFIED,Resolved - Customer Confirmed,phone,Navigation,transferred,1,False,1,2026-01-31T20:55:38,1,2026-02-02T13:55:38,4.2,,closure_code,Saturday,18,2026-01,15+min
